5493	三聯	75.9
5498	凱崴	11.6
5508	永信建	138.5
5511	德昌	62.7
5512	力麒	9.91
5514	三豐	19.7
5515	建國	26.9
5516	雙喜	18
5519	隆大	34.25
5520	力泰	81.4
5521	工信	10.7
5522	遠雄建	80.3
5523	豐謙	27.55
5525	順天	33.05
5529	鉅陞	28.9
5530	龍巖	54.1
5531	鄉林	10.2
5533	皇鼎	20.3
5534	長虹	87
5536	聖暉	356.5
5538	東明-KY	33.95
5543	崇佑-KY	22.55
5546	永固-KY	30.1
5548	安倉	26.95
5601	台聯	35.5
5603	陸海	26.65
5604	中連貨	42
5607	遠雄港	43.65
5608	四維航	17.05
5609	中菲行	81.3
5701	劍湖山	4.5
5703	亞都	18.1
5704	老爺知	35.35
5706	鳳凰	67.6
5864	致和證	14.85
5871	中租-KY	111.5
5876	上海商銀	40.15
5878	台名	46.1
5880	合庫金	25
5902	德記	39.85
5903	全家	189
5904	寶雅	492
5905	南仁湖	14.3
5906	台南-KY	54
5907	大洋-KY	11.8
6005	群益證	23.65
6015	宏遠證	10.75
6016	康和證	13.45
6020	大展證	18.8
6021	大慶證	23.65
6023	元大期	88.7
6024	群益期	57.6
6026	福邦證	12.3
6101	弘捷	38
6103	合邦	52.9
6104	創惟	162
6108	競國	17.15
6109	亞元	12.15
6111	大宇資	57.2
6112	聚碩	50.1
6113	亞矽	20.5
6114	翔昇	31.2
6115	鎰勝	51.7
6116	彩晶	8.2
6117	迎廣	92.5
6118	建達	23.4
6120	達運	12.95
6121	新普	391.5
6122	擎邦	52.1
6123	上奇	56.7
6124	業強	30.7
6125	廣運	81.4
6126	信音	29.05
6127	九豪	26.9
6128	上福	34
6129	普誠	16.9
6130	星寶國際	23.6
6133	金橋	20
6134	萬旭	29.75
6136	富爾特	22.65
